event_id,flow_id,created_at,transaction_lifecycle_event,decline_reason,decline_type,payment_method,transaction_id,transaction_type,amount,currency_code,processor_merchant_account_id,payment_instrument_type
7cb1f881-94df-4fc2-ba6c-170b8ed8f386,b2b99761-2ec2-4439-bbd4-ed0a8232400f,"2021-06-03 07:47:50.303476",,,,NEVER,7237773c-d959-499a-a562-309851496cdb,SALE,82066,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
9581e71a-1477-43f2-80f6-0e4e6a40272b,952cd1b6-00ba-4f5a-a351-cd3beead3737,"2021-06-03 07:47:50.312556",,,,NEVER,e7744ed5-2598-444f-b285-2043a772e93c,SALE,30409,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
3fba8051-7290-478e-b1b7-380b0afd605c,b2b99761-2ec2-4439-bbd4-ed0a8232400f,"2021-06-03 07:47:50.313629",AUTHORIZATION_SUBMITTED,,,NEVER,7237773c-d959-499a-a562-309851496cdb,SALE,82066,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
d8c8fe11-b18b-40fb-b141-397cea676fa9,952cd1b6-00ba-4f5a-a351-cd3beead3737,"2021-06-03 07:47:50.321289",AUTHORIZATION_SUBMITTED,,,NEVER,e7744ed5-2598-444f-b285-2043a772e93c,SALE,30409,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
78f8bace-bc4d-44e6-adc5-a53f31acf40e,952cd1b6-00ba-4f5a-a351-cd3beead3737,"2021-06-03 07:47:50.338935",AUTHORIZATION_FAILED,,,NEVER,e7744ed5-2598-444f-b285-2043a772e93c,SALE,30409,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
e9fa0044-0f53-42d7-b07c-7f4cbfd49ce0,fb35e689-8a87-481b-b39b-5011fb02224b,"2021-06-03 07:47:50.376708",,,,NEVER,08f5d16b-d450-4d97-8aa9-b18f887f8fd5,SALE,97136,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
00afb3be-6c4a-42c6-882e-71ffc65c213c,fb35e689-8a87-481b-b39b-5011fb02224b,"2021-06-03 07:47:50.383451",,,,NEVER,08f5d16b-d450-4d97-8aa9-b18f887f8fd5,SALE,97136,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
337dfd0c-3ff8-4f22-b1b5-7c0976bcfe43,fb35e689-8a87-481b-b39b-5011fb02224b,"2021-06-03 07:47:50.391802",AUTHORIZATION_SUBMITTED,,,NEVER,08f5d16b-d450-4d97-8aa9-b18f887f8fd5,SALE,97136,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
0c7ae7e4-1105-4dc5-b152-2dc9a5cca284,b2b99761-2ec2-4439-bbd4-ed0a8232400f,"2021-06-03 07:47:50.403222",AUTHORIZATION_FAILED,,,NEVER,7237773c-d959-499a-a562-309851496cdb,SALE,82066,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
99947909-d340-46b0-8e66-70c58bd9f04a,fb35e689-8a87-481b-b39b-5011fb02224b,"2021-06-03 07:47:50.407973",AUTHORIZATION_FAILED,,,NEVER,08f5d16b-d450-4d97-8aa9-b18f887f8fd5,SALE,97136,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
ff4b9f3b-9892-4a79-a29d-da55c37e1c9d,62623a30-2e6a-4237-8be5-147fc4300a8b,"2021-06-03 07:47:50.410088",,,,NEVER,b56fe48c-32ee-4c02-a9a9-5d941ad61a2a,SALE,48785,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
bacb74b7-5e47-4b1f-92f6-fa6d4d9b4653,62623a30-2e6a-4237-8be5-147fc4300a8b,"2021-06-03 07:47:50.414585",,,,NEVER,b56fe48c-32ee-4c02-a9a9-5d941ad61a2a,SALE,48785,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
176707e1-4b20-48e1-a790-ae342ad1ad8a,62623a30-2e6a-4237-8be5-147fc4300a8b,"2021-06-03 07:47:50.420128",AUTHORIZATION_SUBMITTED,,,NEVER,b56fe48c-32ee-4c02-a9a9-5d941ad61a2a,SALE,48785,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
841e8710-bea5-4b7f-85e3-9dcd74478b0c,9729d1f0-bb17-498c-a287-4d16792535dc,"2021-06-03 07:47:50.431173",,,,NEVER,cc5a721b-12ba-4c0d-9fbd-4caf18fa56f9,SALE,45925,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
3ffd3fc6-75a5-4059-abd1-01b7b56a33a1,62623a30-2e6a-4237-8be5-147fc4300a8b,"2021-06-03 07:47:50.433685",AUTHORIZATION_FAILED,,,NEVER,b56fe48c-32ee-4c02-a9a9-5d941ad61a2a,SALE,48785,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
c1ede097-583e-4e28-87b3-732f21dc8c3a,9729d1f0-bb17-498c-a287-4d16792535dc,"2021-06-03 07:47:50.439696",,,,NEVER,cc5a721b-12ba-4c0d-9fbd-4caf18fa56f9,SALE,45925,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
500e85a2-ace0-4bdc-b0f8-a56fb12b3818,9729d1f0-bb17-498c-a287-4d16792535dc,"2021-06-03 07:47:50.448805",AUTHORIZATION_SUBMITTED,,,NEVER,cc5a721b-12ba-4c0d-9fbd-4caf18fa56f9,SALE,45925,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
6e23a50c-850d-45a5-a074-a76ba612fabc,ad31c3b7-6102-4b2e-9465-66d2587c935b,"2021-06-03 07:47:50.457731",,,,NEVER,f882b460-1ae9-460c-a4d5-9e24ec9bc99e,SALE,30826,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
776240ac-6357-4d8e-a1fa-415ddfcfc9bd,eb70d10e-c747-47b0-a5aa-91ebb0ca70b0,"2021-06-03 07:47:50.462205",,,,NEVER,bb289cce-26f5-4181-8d42-261097844c65,SALE,55680,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
374d9729-7b00-42ea-bac2-bfee28cf26f6,9729d1f0-bb17-498c-a287-4d16792535dc,"2021-06-03 07:47:50.463546",AUTHORIZATION_FAILED,,,NEVER,cc5a721b-12ba-4c0d-9fbd-4caf18fa56f9,SALE,45925,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
0b8854d0-8b44-4ace-8f92-c3e98f009d4d,ad31c3b7-6102-4b2e-9465-66d2587c935b,"2021-06-03 07:47:50.464721",,,,NEVER,f882b460-1ae9-460c-a4d5-9e24ec9bc99e,SALE,30826,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
512ba5d9-94e9-4d96-890a-b71f5e5f963e,ad31c3b7-6102-4b2e-9465-66d2587c935b,"2021-06-03 07:47:50.47391",AUTHORIZATION_SUBMITTED,,,NEVER,f882b460-1ae9-460c-a4d5-9e24ec9bc99e,SALE,30826,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
bbe2c068-d085-4084-a716-3a185b43dc8b,eda3ef29-9946-4248-b007-c7633835bb5e,"2021-06-03 07:47:50.482918",,,,NEVER,6e31f605-9cf9-4142-a2e2-26b4c2b2cada,SALE,93695,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
05d2473f-0ffc-406b-be48-1f6d8117ca61,eb70d10e-c747-47b0-a5aa-91ebb0ca70b0,"2021-06-03 07:47:50.485389",,,,NEVER,bb289cce-26f5-4181-8d42-261097844c65,SALE,55680,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
79f05534-1e86-45d0-9771-5d8e327e9f76,eda3ef29-9946-4248-b007-c7633835bb5e,"2021-06-03 07:47:50.489866",,,,NEVER,6e31f605-9cf9-4142-a2e2-26b4c2b2cada,SALE,93695,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
62c488e9-8db3-479f-bcb2-43b0a479502a,ad31c3b7-6102-4b2e-9465-66d2587c935b,"2021-06-03 07:47:50.491917",AUTHORIZATION_FAILED,,,NEVER,f882b460-1ae9-460c-a4d5-9e24ec9bc99e,SALE,30826,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
509e3714-8615-4b72-88f1-e776675651f5,eb70d10e-c747-47b0-a5aa-91ebb0ca70b0,"2021-06-03 07:47:50.492106",AUTHORIZATION_SUBMITTED,,,NEVER,bb289cce-26f5-4181-8d42-261097844c65,SALE,55680,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
6c17f2da-53f4-46da-be5a-5934e5772172,eda3ef29-9946-4248-b007-c7633835bb5e,"2021-06-03 07:47:50.498228",AUTHORIZATION_SUBMITTED,,,NEVER,6e31f605-9cf9-4142-a2e2-26b4c2b2cada,SALE,93695,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
44136e65-df06-47aa-848e-bd3a71867e92,eb70d10e-c747-47b0-a5aa-91ebb0ca70b0,"2021-06-03 07:47:50.505998",AUTHORIZATION_FAILED,,,NEVER,bb289cce-26f5-4181-8d42-261097844c65,SALE,55680,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
9409c8ee-897e-49e9-a309-3098d4215e21,eda3ef29-9946-4248-b007-c7633835bb5e,"2021-06-03 07:47:50.512198",AUTHORIZATION_FAILED,,,NEVER,6e31f605-9cf9-4142-a2e2-26b4c2b2cada,SALE,93695,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
04fbd334-ff03-46a2-81b1-66ddbda847da,326970f1-8fe1-401d-8f30-336d7960217e,"2021-06-03 07:47:50.549376",,,,NEVER,17836faa-8758-4eb9-ad0b-511a2e2c1f5b,SALE,30088,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
cf25293b-45e0-4973-97f4-dd48dabb116a,a3c89fe3-397f-4e66-8684-d87b1ada4e76,"2021-06-03 07:47:50.553439",,,,NEVER,157d7ee3-27d0-458c-8059-95030c47d3f4,SALE,18582,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
a995e2a1-2cdf-4cde-b26f-d8c7c9d67233,ecbffb89-a501-4971-a114-46e228a9bf88,"2021-06-03 07:47:50.559992",,,,NEVER,01d3ae29-18bb-4ee1-8b06-3213ec4270a6,SALE,20656,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
8949fbab-12ed-45be-a409-fc509d19631e,a3c89fe3-397f-4e66-8684-d87b1ada4e76,"2021-06-03 07:47:50.562094",,,,NEVER,157d7ee3-27d0-458c-8059-95030c47d3f4,SALE,18582,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
7838044e-ced0-4c91-9548-dcb2b43c2494,b1c778f7-c3a1-4901-a655-dabeac8ca2f2,"2021-06-03 07:47:50.569272",,,,NEVER,fcbed5da-3328-4dff-82f8-defa312dc00d,SALE,83654,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
7a152985-872c-4239-ba0e-d9b3296de0d1,ecbffb89-a501-4971-a114-46e228a9bf88,"2021-06-03 07:47:50.569009",,,,NEVER,01d3ae29-18bb-4ee1-8b06-3213ec4270a6,SALE,20656,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
bfd772a3-8920-4937-8665-250ece25fb44,a3c89fe3-397f-4e66-8684-d87b1ada4e76,"2021-06-03 07:47:50.572394",AUTHORIZATION_SUBMITTED,,,NEVER,157d7ee3-27d0-458c-8059-95030c47d3f4,SALE,18582,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
737c0ec5-9850-4471-b4b4-783e9ee6dee5,326970f1-8fe1-401d-8f30-336d7960217e,"2021-06-03 07:47:50.575833",,,,NEVER,17836faa-8758-4eb9-ad0b-511a2e2c1f5b,SALE,30088,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
6a1fa755-205d-4720-b62f-d800a09e9b1e,b1c778f7-c3a1-4901-a655-dabeac8ca2f2,"2021-06-03 07:47:50.576874",,,,NEVER,fcbed5da-3328-4dff-82f8-defa312dc00d,SALE,83654,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
37b02bcb-d716-42ea-89f8-857be4c87a61,ecbffb89-a501-4971-a114-46e228a9bf88,"2021-06-03 07:47:50.58159",AUTHORIZATION_SUBMITTED,,,NEVER,01d3ae29-18bb-4ee1-8b06-3213ec4270a6,SALE,20656,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
146e0ae3-053b-4cd1-bc57-288d9138e3cb,b1c778f7-c3a1-4901-a655-dabeac8ca2f2,"2021-06-03 07:47:50.586368",AUTHORIZATION_SUBMITTED,,,NEVER,fcbed5da-3328-4dff-82f8-defa312dc00d,SALE,83654,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
5b866563-0af7-4d27-84e4-be26acf67673,326970f1-8fe1-401d-8f30-336d7960217e,"2021-06-03 07:47:50.589886",AUTHORIZATION_SUBMITTED,,,NEVER,17836faa-8758-4eb9-ad0b-511a2e2c1f5b,SALE,30088,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
743094e1-3379-4bf9-927c-33859b911efc,a3c89fe3-397f-4e66-8684-d87b1ada4e76,"2021-06-03 07:47:50.591539",AUTHORIZATION_FAILED,,,NEVER,157d7ee3-27d0-458c-8059-95030c47d3f4,SALE,18582,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
495c66af-43ec-4c35-a37d-1e6161833a62,4c072c8a-9eee-4aa6-9d52-73c7f99fda49,"2021-06-03 07:47:50.601493",,,,NEVER,0516d8ea-52d3-4875-a7ed-5b11d0cd2d20,SALE,62775,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
49c2c3e5-6906-4b80-bfe2-6e417400a335,326970f1-8fe1-401d-8f30-336d7960217e,"2021-06-03 07:47:50.609059",AUTHORIZATION_FAILED,,,NEVER,17836faa-8758-4eb9-ad0b-511a2e2c1f5b,SALE,30088,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
ed21a4a7-c323-4ae6-8c31-4290db8a3bb6,ecbffb89-a501-4971-a114-46e228a9bf88,"2021-06-03 07:47:50.609697",AUTHORIZATION_FAILED,,,NEVER,01d3ae29-18bb-4ee1-8b06-3213ec4270a6,SALE,20656,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
c5dcb297-892a-4e2a-8aca-bce5a0aa5ef9,b1c778f7-c3a1-4901-a655-dabeac8ca2f2,"2021-06-03 07:47:50.610933",AUTHORIZATION_FAILED,,,NEVER,fcbed5da-3328-4dff-82f8-defa312dc00d,SALE,83654,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
78ec8da0-1326-4813-a9f8-bc87b85d96d0,9ad578fd-c8c0-4206-a2b4-c466df2d8a7a,"2021-06-03 07:47:50.611367",,,,NEVER,b9e58084-25f0-434e-af16-e6821dab93f5,SALE,47000,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
f75d223a-dffa-4d83-aaf2-6481c6d5c440,4c072c8a-9eee-4aa6-9d52-73c7f99fda49,"2021-06-03 07:47:50.610694",,,,NEVER,0516d8ea-52d3-4875-a7ed-5b11d0cd2d20,SALE,62775,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
fee4c07d-58a3-4b02-9b45-ecc6a4bf5d22,4c072c8a-9eee-4aa6-9d52-73c7f99fda49,"2021-06-03 07:47:50.627768",AUTHORIZATION_SUBMITTED,,,NEVER,0516d8ea-52d3-4875-a7ed-5b11d0cd2d20,SALE,62775,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
869ac7ec-4ad5-4555-b5ff-b5a4564e14d7,9ad578fd-c8c0-4206-a2b4-c466df2d8a7a,"2021-06-03 07:47:50.635752",,,,NEVER,b9e58084-25f0-434e-af16-e6821dab93f5,SALE,47000,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
4925ef7f-bfae-4305-8bd2-7fb8e87d5ac4,4c072c8a-9eee-4aa6-9d52-73c7f99fda49,"2021-06-03 07:47:50.644138",AUTHORIZATION_FAILED,,,NEVER,0516d8ea-52d3-4875-a7ed-5b11d0cd2d20,SALE,62775,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
5edc840b-30ad-4981-81c7-880e27bf9a8d,2873a0c6-8ac2-4b6a-986f-670347c60828,"2021-06-03 07:47:50.68327",,,,NEVER,39968cad-70ca-469c-a255-377955ae9889,SALE,89957,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
33ef3dd9-257a-46de-b369-5a6015df8c24,912442fa-5118-4ebf-9c8c-31cbcb689110,"2021-06-03 07:47:50.685215",,,,NEVER,8a550ab5-d091-43cd-ae01-24a57d9507ec,SALE,86755,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
6053e965-4e8e-4fcc-b502-8574f5854bd1,d5d6cd6e-f3de-4098-b439-aca6f22305e9,"2021-06-03 07:47:50.689204",,,,NEVER,b43514da-32f1-4bee-80df-b968ddc3b72b,SALE,12896,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
851a0bf4-3091-4941-b769-b22fe32ec5c5,9ad578fd-c8c0-4206-a2b4-c466df2d8a7a,"2021-06-03 07:47:50.690476",AUTHORIZATION_SUBMITTED,,,NEVER,b9e58084-25f0-434e-af16-e6821dab93f5,SALE,47000,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
35ca52ba-d0f3-43eb-93a4-440338085a4d,2873a0c6-8ac2-4b6a-986f-670347c60828,"2021-06-03 07:47:50.69166",,,,NEVER,39968cad-70ca-469c-a255-377955ae9889,SALE,89957,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
98516516-8e0c-4985-bf83-5870ed95132d,912442fa-5118-4ebf-9c8c-31cbcb689110,"2021-06-03 07:47:50.695093",,,,NEVER,8a550ab5-d091-43cd-ae01-24a57d9507ec,SALE,86755,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
542dd91c-5c25-4a9f-a903-f3b67eab1437,2873a0c6-8ac2-4b6a-986f-670347c60828,"2021-06-03 07:47:50.703173",AUTHORIZATION_SUBMITTED,,,NEVER,39968cad-70ca-469c-a255-377955ae9889,SALE,89957,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
b6a839f1-6993-49ae-90d5-27b1bed084ca,d5d6cd6e-f3de-4098-b439-aca6f22305e9,"2021-06-03 07:47:50.706089",,,,NEVER,b43514da-32f1-4bee-80df-b968ddc3b72b,SALE,12896,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
4126387d-9e6c-4239-b059-70ec4bc201c6,9ad578fd-c8c0-4206-a2b4-c466df2d8a7a,"2021-06-03 07:47:50.707918",AUTHORIZATION_FAILED,,,NEVER,b9e58084-25f0-434e-af16-e6821dab93f5,SALE,47000,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
cd9fa64a-e73f-4a25-b941-fb49a1f5918d,ebb37dbf-46f2-4121-843a-f5856e853e7f,"2021-06-03 07:47:50.71677",,,,NEVER,7642084b-87a5-4282-a4e2-ce1c055ce212,SALE,56336,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
7d948893-239c-4818-a253-23a6b94e61df,d5d6cd6e-f3de-4098-b439-aca6f22305e9,"2021-06-03 07:47:50.719188",AUTHORIZATION_SUBMITTED,,,NEVER,b43514da-32f1-4bee-80df-b968ddc3b72b,SALE,12896,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
7e7bc69c-dc49-4d91-9950-26da6ace0f8b,ebb37dbf-46f2-4121-843a-f5856e853e7f,"2021-06-03 07:47:50.721925",,,,NEVER,7642084b-87a5-4282-a4e2-ce1c055ce212,SALE,56336,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
ae2665c8-3c47-48f1-b650-20c648485c33,ebb37dbf-46f2-4121-843a-f5856e853e7f,"2021-06-03 07:47:50.728993",AUTHORIZATION_SUBMITTED,,,NEVER,7642084b-87a5-4282-a4e2-ce1c055ce212,SALE,56336,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
f0a6395b-2a4d-43b6-b4d1-a27404280dfd,2873a0c6-8ac2-4b6a-986f-670347c60828,"2021-06-03 07:47:50.730892",AUTHORIZATION_FAILED,,,NEVER,39968cad-70ca-469c-a255-377955ae9889,SALE,89957,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
487a41b5-1610-4860-ab1b-fa7422eef579,d7227f7f-90d4-430e-a8f0-6d87df41f0b7,"2021-06-03 07:47:50.735446",,,,NEVER,5a6a7ec8-a303-40e3-860b-5c0294a35892,SALE,60154,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
a6fd5bb4-375c-4fc3-b332-4257c4e87652,d5d6cd6e-f3de-4098-b439-aca6f22305e9,"2021-06-03 07:47:50.736343",AUTHORIZATION_FAILED,,,NEVER,b43514da-32f1-4bee-80df-b968ddc3b72b,SALE,12896,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
6116cb61-3129-426d-ae58-b324ff097740,ebb37dbf-46f2-4121-843a-f5856e853e7f,"2021-06-03 07:47:50.741374",AUTHORIZATION_FAILED,,,NEVER,7642084b-87a5-4282-a4e2-ce1c055ce212,SALE,56336,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
d8a92d1a-fca4-454c-8fcd-8c1181d40244,d7227f7f-90d4-430e-a8f0-6d87df41f0b7,"2021-06-03 07:47:50.743577",,,,NEVER,5a6a7ec8-a303-40e3-860b-5c0294a35892,SALE,60154,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
2f1875c6-53f3-45ae-9442-3e783819fd99,d7227f7f-90d4-430e-a8f0-6d87df41f0b7,"2021-06-03 07:47:50.752936",AUTHORIZATION_SUBMITTED,,,NEVER,5a6a7ec8-a303-40e3-860b-5c0294a35892,SALE,60154,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
c8d58d1a-9189-42e9-9d64-9fb1d58a4b8d,d6037b02-0011-46b9-a6db-e3b69f9cd259,"2021-06-03 07:47:50.75654",,,,NEVER,aad83a6e-9be9-431c-aa47-9f8ad073dc2b,SALE,92754,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
823b9e53-dd62-4670-929a-725fa27b4c31,d6037b02-0011-46b9-a6db-e3b69f9cd259,"2021-06-03 07:47:50.761321",,,,NEVER,aad83a6e-9be9-431c-aa47-9f8ad073dc2b,SALE,92754,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
818704f4-329b-45d2-b983-5d0af36d9d28,d6037b02-0011-46b9-a6db-e3b69f9cd259,"2021-06-03 07:47:50.767212",AUTHORIZATION_SUBMITTED,,,NEVER,aad83a6e-9be9-431c-aa47-9f8ad073dc2b,SALE,92754,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
d9cd50cc-2372-43f5-bb95-9366b1260d5b,d7227f7f-90d4-430e-a8f0-6d87df41f0b7,"2021-06-03 07:47:50.767598",AUTHORIZATION_FAILED,,,NEVER,5a6a7ec8-a303-40e3-860b-5c0294a35892,SALE,60154,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
afc87bfb-a747-4699-a948-9ae9b1ad716e,912442fa-5118-4ebf-9c8c-31cbcb689110,"2021-06-03 07:47:50.775822",AUTHORIZATION_SUBMITTED,,,NEVER,8a550ab5-d091-43cd-ae01-24a57d9507ec,SALE,86755,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
cd7451d4-172a-47a5-aa13-b99b059dd44c,d6037b02-0011-46b9-a6db-e3b69f9cd259,"2021-06-03 07:47:50.781962",AUTHORIZATION_FAILED,,,NEVER,aad83a6e-9be9-431c-aa47-9f8ad073dc2b,SALE,92754,GBP,776249f3-a050-579b-b525-55f232140c4b,PAYMENT_CARD
